Restaurent name,Cuisine types,Rating,Price,Distance,Location
What The Food,"Chinese, Rolls, Momos, Burger, Fast Food, Shawarma",3.5,200.0,3.5,"Civil Lines, Agra"
Chimmanlal Puri Wale-Chhoti Dukaan,"North Indian, Street Food",4.7,100.0,0.417,"Mantola, Agra"
D Jail House Restaurant,"Awadhi, Chinese, Mughlai, North Indian, Beverages",3.9,500.0,7.2,"Sikandra, Agra"
Agarwal Restaurant Sweets And Dairy,"North Indian, South Indian, Fast Food, Desserts, Chinese, Beverages",4.0,250.0,6.0,"Shahganj, Agra"
Sips And Bites,"Sandwich, Burger, Pizza, Fast Food, Shake, North Indian",3.8,150.0,3.2,"Lohamandi, Agra"
Sher - E - Punjab Restaurant,North Indian,4.1,300.0,3.3,"Kamla Nagar, Agra"
Deviram Sweets & Food Plaza,"Mithai, North Indian, Fast Food, Chinese, South Indian, Biryani",4.0,225.0,4.0,"Tajganj, Agra"
Krishiv Khana Khazana,"North Indian, Chinese, South Indian, Fast Food, Shake, Beverages",3.374251,175.0,4.8,"Dayal Bagh, Agra"
Tomars Hygiene Kitchen,"North Indian, Mughlai",4.1,300.0,3.2,"Tajganj, Agra"
Soami's Rasoi,"North Indian, Chinese, Fast Food, South Indian",4.2,500.0,4.0,"Dayal Bagh, Agra"
Tirupati's Dosa Factory,"South Indian, Chinese, Beverages",4.1,250.0,3.1,"Civil Lines, Agra"
Tapas - Jaypee Palace Hotel,"North Indian, Finger Food, Bar Food, Beverages",3.9,1000.0,4.4,"Jaypee Palace Hotel, Tajganj, Agra"
Apna Zaika Restaurant And Cafe,"North Indian, South Indian, Chinese, Pizza, Fast Food, Street Food, Shake, Beverages",3.374251,150.0,4.0,"Khandari, Agra"
Awadhi Foods,"North Indian, Rolls, Mughlai",4.2,200.0,2.5,"Civil Lines, Agra"
BON BARBECUE,"North Indian, Chinese, Continental, Seafood, Desserts",4.2,800.0,4.2,"Tajganj, Agra"
Mero Vrindavan Fast Foods,Fast Food,3.374251,150.0,2.3,"Lohamandi, Agra"
3 Idiots Family Restaurant,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages",3.374251,200.0,4.4,"Gopal Pura, Agra"
Moon Light Punjabi Restaurant,"North Indian, South Indian, Chinese",4.1,150.0,7.3,"Sikandra, Agra"
Shree Balaji Maharaj Dhaba & Family Restaurant,North Indian,3.374251,150.0,3.8,"Trans Yamuna, Agra"
Hotel Jai Hind & Restaurant,"North Indian, Mughlai, Fast Food",4.3,250.0,2.6,"Agra Cantt, Agra"
Rose Bud Cafe,"Fast Food, Pizza, Burger, Sandwich, Wraps, Pasta, Beverages, Bakery",3.374251,200.0,5.7,"Lohamandi, Agra"
Taj Bano - ITC Mughal,"Mughlai, North Indian",4.1,1500.0,3.2,"ITC Mughal, Tajganj, Agra"
The Royal Bistro,"North Indian, Shake, Beverages",3.9,150.0,3.3,"Civil Lines, Agra"
Yadav Dhaba,North Indian,3.3,175.0,2.8,"Civil Lines, Agra"
The Park Restaurant,"North Indian, Chinese, Continental, Mughlai, Beverages, Biryani",3.5,400.0,2.5,"Agra Cantt, Agra"
Sheesh Mahal - Mansingh Palace,"North Indian, Chinese, Continental",3.8,900.0,2.5,"Mansingh Palace, Tajganj, Agra"
Celebration Restaurant,"Chinese, North Indian, Street Food, South Indian, Desserts, Continental, Pizza, Beverages",3.9,500.0,3.9,"Kamla Nagar, Agra"
Ashoka Bar,North Indian,4.4,500.0,2.7,"Civil Lines, Agra"
Zaaki Crystal Club And restaurant,"North Indian, Beverages, Chinese, Street Food",3.374251,300.0,3.8,"Kamla Nagar, Agra"
Maa Vaishno Restaurant,North Indian,3.8,150.0,5.4,"Tajganj, Agra"
Romo's Junction,"North Indian, Pizza, Chinese, Momos, Rolls",3.2,200.0,7.0,"Sikandra, Agra"
The Charcoal Chimney Restaurant,"North Indian, Chinese, Fast Food",3.374251,550.0,3.7,"Tajganj, Agra"
Mughchi Mughlai & Chinese,"North Indian, Mughlai",3.374251,500.0,1.2,"Civil Lines, Agra"
Ravi Patties & Mocktail Point,Street Food,4.1,50.0,3.3,"Lohamandi, Agra"
Sri Dauji's Chatpataa,"North Indian, South Indian, Chinese, Fast Food, Beverages, Desserts",3.9,250.0,3.5,"Kamla Nagar, Agra"
Shalimar Dhaba Veg And Non Veg,"Mughlai, North Indian",3.374251,250.0,3.9,"Trans Yamuna, Agra"
Bhagat Halwai,"Mithai, Fast Food, North Indian",3.9,150.0,4.6,"Khandari, Agra"
Shubh Anand Hi Anand Bhojnalaya,North Indian,3.6,125.0,2.7,"Civil Lines, Agra"
Dosa Factory,South Indian,3.5,150.0,6.9,"Sikandra, Agra"
Gyani Dhaba,North Indian,3.7,100.0,5.9,"Dayal Bagh, Agra"
Sardar Ji Da Dhaba,North Indian,3.7,200.0,3.4,"Agra Cantt, Agra"
Manohar Lal Daulat Ram Garg Gajak Wale,Mithai,4.0,150.0,5.6,"Sikandra, Agra"
Ratan Pizza,"Pizza, Fast Food, Bakery",4.0,250.0,3.3,"Khandari, Agra"
Spicy Wonder,"North Indian, Fast Food, Chinese, Continental",3.7,350.0,3.3,"Kamla Nagar, Agra"
Level 4 Rooftop,"North Indian, Continental, Pizza, Asian, Beverages",4.0,300.0,4.3,"Tajganj, Agra"
The Momo Corner,"Momos, Chinese, Beverages",4.2,150.0,3.8,"Kamla Nagar, Agra"
THK- Tomars Hygiene Kitchen,"North Indian, Biryani, Chinese",3.9,450.0,3.3,"Tajganj, Agra"
Pizza Hub,"Pizza, Fast Food",4.2,150.0,4.0,"Shahganj, Agra"
Roofmates,"North Indian, Chinese, Kebab, Biryani, Fast Food, BBQ, Street Food",4.2,550.0,7.2,"Sikandra, Agra"
Jam House Cafe,"Cafe, Fast Food",3.9,250.0,3.1,"Tajganj, Agra"
Daddy Plz,"North Indian, Fast Food, Chinese, Momos, South Indian, Shake, Beverages",3.8,200.0,6.4,"Shahganj, Agra"
The Big Bun,"Fast Food, Burger, Desserts, Bakery",3.4,150.0,3.6,"Civil Lines, Agra"
Pape Ka Dhabha,"North Indian, Mughlai",4.3,175.0,0.91,"Mantola, Agra"
Shankara Vegis Restaurant,"North Indian, Fast Food, Desserts, Juices, Shake",3.2,200.0,2.5,"Tajganj, Agra"
Kings Spoon - Bhawna Clarks Inn,"North Indian, Chinese, Continental",3.3,750.0,5.6,"Sikandra, Agra"
The Divine Delight,"Chinese, South Indian, Continental, North Indian, Beverages",3.7,500.0,4.6,"Khandari, Agra"
Cafe Coffee Day,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",3.5,375.0,2.8,"Civil Lines, Agra"
Onyx Bar,"Bar Food, Coffee",3.374251,1750.0,4.7,"Tajganj, Agra"
Tea Coffee And Snacks,"North Indian, Fast Food, Street Food, Beverages",4.1,200.0,3.2,"Lohamandi, Agra"
Om Sai Food Court,"Fast Food, Street Food",3.7,50.0,5.9,"Dayal Bagh, Agra"
The Bar- The Oberoi Amarvilas,"Bar Food, North Indian",3.374251,2000.0,3.2,"Tajganj, Agra"
Om Restaurant,"North Indian, South Indian",3.8,125.0,1.5,"Rakabganj, Agra"
TOS - Taste Of Shawarma,"Shawarma, Fast Food",3.6,150.0,3.3,"Civil Lines, Agra"
The Orbit Gastro Pub,"North Indian, Mughlai, Continental, Biryani, Chinese, Sushi, Momos, Desserts",3.374251,500.0,7.0,"Sikandra, Agra"
Dilshad Biryani,Biryani,4.2,150.0,1.8,"Mantola, Agra"
Esphahan - The Oberoi Amarvilas,"North Indian, Biryani, Desserts, Kebab",4.9,2900.0,3.3,"The Oberoi Amarvilas, Tajganj, Agra"
Panchi Petha,Mithai,3.6,200.0,4.4,"Tajganj, Agra"
Om Sai Ram Bhojnalaya,North Indian,3.5,100.0,5.2,"Khandari, Agra"
The Greener Side,"Cafe, Fast Food, Burger, Sandwich, Desserts, Beverages, Waffle",3.374251,300.0,2.9,"Khandari, Agra"
First Floor Cafe,"Coffee, Shake, Desserts, Beverages",3.9,250.0,3.9,"Khandari, Agra"
Good Vibes Cafe,"North Indian, Mughlai, Street Food, Fast Food, Continental, Desserts, Beverages",3.2,200.0,3.8,"Tajganj, Agra"
Shayhub,"Fast Food, Beverages, Pizza, Sandwich",4.0,100.0,3.8,"Kamla Nagar, Agra"
Cafe Double Shot,"Cafe, Coffee, Fast Food, Beverages, Chinese",4.2,300.0,1.4,"Rakabganj, Agra"
Sapna Bar-Be-Que,"North Indian, Rolls, Beverages",3.9,250.0,2.8,"Tajganj, Agra"
Om Bhojanalaya,North Indian,4.0,200.0,2.5,"Agra Cantt, Agra"
Metro Bar,Bar Food,3.9,750.0,2.7,"Hotel Metro, Civil Lines, Agra"
Chota Mama Chicken & Mama Veg,"North Indian, Chinese, Rolls, Biryani, Mughlai",3.2,250.0,7.0,"Sikandra, Agra"
New Pari Family Restaurant,North Indian,2.5,150.0,7.6,"Sikandra, Agra"
Satkar Pastries,"Pizza, Desserts, Fast Food",3.8,200.0,2.4,"Civil Lines, Agra"
Labbaik Chicken Corner,"North Indian, Mughlai",3.8,300.0,1.8,"Mantola, Agra"
Qaisar Bagh Restaurant,"North Indian, Mughlai, Chinese, Continental, Fast Food",4.0,700.0,2.2,"Tajganj, Agra"
Hunger Point Cafe And Restaurant,"North Indian, Sandwich, Pizza, Burger, Rolls, Fast Food, Street Food, Beverages",4.0,150.0,3.5,"Tajganj, Agra"
The Chef's Club,"North Indian, South Indian, Mughlai, Chinese, Continental, Fast Food, Desserts, Beverages",3.8,550.0,4.3,"Tajganj, Agra"
Cake & More,"Shake, Fast Food, Beverages, Pizza, Desserts",3.9,200.0,3.9,"Kamla Nagar, Agra"
Nijam Khan Chicken Biryani Shop,Biryani,3.5,100.0,5.3,"Agra Cantt, Agra"
The Tea Lounge - Jaypee Palace Hotel,Tea,3.8,650.0,4.2,"Jaypee Palace Hotel, Tajganj, Agra"
Ekaa Villa,North Indian,4.3,350.0,4.3,"Tajganj, Agra"
Bhagwati Dhaba,North Indian,4.0,100.0,9.7,"Sikandra, Agra"
Deviram Royal Restaurant,"North Indian, Chinese, Fast Food, Beverages, Continental",3.7,200.0,1.8,"Rakabganj, Agra"
Sher-E-Punjab Dhaba,"North Indian, Beverages, Street Food",4.1,150.0,4.0,"Tajganj, Agra"
Giani Ice Cream,"Desserts, Ice Cream",4.8,150.0,2.5,"Agra Cantt, Agra"
Yadav Dhaba Purana,North Indian,3.9,150.0,2.7,"Civil Lines, Agra"
Navratan Fast Food & Restaurant,"North Indian, South Indian, Fast Food, Shake, Street Food, Beverages",4.1,250.0,4.0,"Khandari, Agra"
Anjali's Kitchen,"North Indian, Chinese, Fast Food",3.6,150.0,8.4,"Sikandra, Agra"
Flavours Restaurant,"North Indian, Chinese, Fast Food, South Indian, Desserts",4.2,500.0,2.6,"Civil Lines, Agra"
Brijwasi Sweet House & Restaurant,"North Indian, Chinese, South Indian, Desserts, Mithai, Beverages",3.7,250.0,2.5,"Agra Cantt, Agra"
First Chai,"Tea, Street Food, Fast Food, Shake",4.0,200.0,7.7,"Sikandra, Agra"
Parinda Sky Disc And Lounge,"North Indian, Mughlai, Chinese, Fast Food",3.9,750.0,5.9,"Khandari, Agra"
Laziz Pizza,"Pizza, Burger, Fast Food",3.6,175.0,3.3,"Civil Lines, Agra"
Pizza Star - The Italian Food Corner,"Pizza, Fast Food",3.8,200.0,6.5,"Shahganj, Agra"
Pizza Pasta Day,"Pizza, Pasta, Fast Food, Beverages",3.8,150.0,3.8,"Tajganj, Agra"
Baskin Robbins - Ice Cream Desserts,"Ice Cream, Desserts, Beverages",3.6,200.0,4.0,"Khandari, Agra"
Sathvik Padukone South Indian Dosa Corner,South Indian,3.7,100.0,3.2,"Agra Cantt, Agra"
Panchhi Petha Namkeen,"Mithai, Desserts",3.9,100.0,8.7,"Tajganj, Agra"
The Briston Kitchen,"North Indian, Fast Food, Chinese, Momos",3.9,300.0,3.5,"Tajganj, Agra"
Hotel Poonam Plaza,"North Indian, Chinese",4.0,600.0,4.1,"Dayal Bagh, Agra"
EATCO.,"North Indian, Fast Food, Mughlai, Rolls, Shawarma",3.6,175.0,3.7,"Khandari, Agra"
Nandani Red Crystal Restaurant,"South Indian, North Indian, Chinese, Continental, Fast Food, Street Food, Beverages",4.1,225.0,9.8,"Sikandra, Agra"
Goverdhan Bakery,"Bakery, Fast Food, Desserts",4.4,200.0,3.1,"Shahganj, Agra"
Savoury Street Food,"South Indian, North Indian, Chinese, Shake",3.8,175.0,4.2,"Shahganj, Agra"
Chizza & Pizza,"Pizza, Burger, Sandwich, Rolls, Pasta, Fast Food",3.9,250.0,3.3,"Tajganj, Agra"
Ichchha Veg Biryani & Fast Food,Biryani,3.9,50.0,5.7,"Lohamandi, Agra"
The Masterchef Restaurant,"Street Food, Fast Food, Italian",3.7,350.0,2.5,"Tajganj, Agra"
Al Barkat Family Restaurant,"North Indian, Rolls, Chinese",3.374251,350.0,3.5,"Tajganj, Agra"
Talk Of The Town,"North Indian, Chinese, Pizza, Fast Food, Desserts, Beverages",3.6,700.0,2.7,"Kamla Nagar, Agra"
Kebab - E - Que,"Kebab, North Indian, Mughlai, Biryani, Desserts, Beverages",4.3,1500.0,4.3,"DoubleTree by Hilton Hotel Agra, Tajganj, Agra"
Gaurav Chinese Corner,Chinese,4.0,75.0,2.6,"Civil Lines, Agra"
Cake House,"Bakery, Fast Food, Beverages",3.6,200.0,3.8,"Kamla Nagar, Agra"
Honeydew Restaurant,"North Indian, Chinese, South Indian, Street Food",4.1,200.0,4.8,"Dayal Bagh, Agra"
Mama Mutton Chicken Bhandhar,North Indian,3.7,100.0,5.1,"Khandari, Agra"
Wahid Biryani,"Biryani, North Indian, Mughlai",3.6,200.0,2.2,"Tajganj, Agra"
Shree Dauji Sweets,"Mithai, Street Food, Fast Food, North Indian",4.1,100.0,3.9,"Kamla Nagar, Agra"
Pandit Bhojnalaya,North Indian,3.4,175.0,5.2,"Khandari, Agra"
Mark's Cafe,"Chinese, Fast Food, Waffle, Desserts, Shake",3.4,300.0,2.6,"Civil Lines, Agra"
Playdium,"Fast Food, Chinese, Beverages, Shake, Desserts",3.6,250.0,4.1,"Khandari, Agra"
Solanki Petiz,Fast Food,3.374251,50.0,5.1,"Tajganj, Agra"
Bhagat Halwai,"North Indian, Mithai, Street Food",2.9,250.0,6.8,"Sikandra, Agra"
Anokhe Paratha,North Indian,3.8,100.0,3.0,"Tajganj, Agra"
Rendezvous - Hotel Howard Plaza,"North Indian, Chinese, Continental, Mughlai, Desserts, Beverages",3.9,1000.0,2.5,"Hotel Howard Plaza, Tajganj, Agra"
Culinary Junction By Udupi,"North Indian, South Indian, Continental, Beverages",4.2,400.0,4.3,"Tajganj, Agra"
The Bar - Trident Hotel,Finger Food,3.9,1000.0,4.3,"Trident Hotel, Tajganj, Agra"
Meet N Eat,"Fast Food, Chinese, Beverages",3.8,200.0,5.8,"Dayal Bagh, Agra"
"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Shake, Beverages, Desserts, Ice Cream, Waffle, Healthy Food",3.3,200.0,5.5,"Lohamandi, Agra"
Lights Out - Lounge & Roofpark,"Bar Food, Finger Food, North Indian, Chinese, Continental, BBQ, Italian",4.1,700.0,2.5,"Civil Lines, Agra"
Badlav Chai Point,"Fast Food, Beverages, Tea, Coffee, Burger, Shake, Sandwich",3.7,150.0,2.6,"Civil Lines, Agra"
Bhagya Ratan Food Circle,"North Indian, South Indian, Street Food, Chinese",3.5,200.0,7.2,"Sikandra, Agra"
Badlav Chai Point,"Tea, Coffee, Shake, Beverages, Pizza, Sandwich, Fast Food, Street Food",3.5,150.0,4.3,"Gopal Pura, Agra"
Pushpak Misthan Bhandar Sweets And Snack,Mithai,3.374251,150.0,1.6,"Civil Lines, Agra"
Jenith Fast Food,"North Indian, South Indian, Continental",3.0,150.0,0.6,"Mantola, Agra"
Gupta Ji Dhaba & Veg Briyani,North Indian,3.8,250.0,7.2,"Sikandra, Agra"
Hangout - The Lounge Bar,"Finger Food, Chinese, North Indian, Oriental, Continental, Desserts, Beverages",3.9,750.0,5.6,"Lohamandi, Agra"
Tiwari Bombay Style Bhel And Panipuri,Street Food,3.8,50.0,2.5,"Agra Cantt, Agra"
Silver Spoon,"North Indian, Chinese, Continental, Pizza",4.4,475.0,4.0,"Tajganj, Agra"
Laziz Family Restaurant,North Indian,3.1,250.0,1.9,"Mantola, Agra"
Khan Sahab Restaurant,"North Indian, Mughlai, Chinese, Biryani, Beverages",3.5,300.0,2.5,"Tajganj, Agra"
Dandigul Food Circle,"Biryani, South Indian, Chinese, Street Food",4.0,100.0,4.6,"Khandari, Agra"
Bansal Sweets,Mithai,3.9,125.0,3.2,"Shahganj, Agra"
SUMAC - Hotel Royale Regent,"North Indian, Continental, Fast Food, Oriental, Desserts, Beverages",3.9,700.0,5.4,"Tajganj, Agra"
Chacha Ji Ka Dhaba,"North Indian, Mughlai",3.9,250.0,2.8,"Lohamandi, Agra"
Bamboo Cafe,"North Indian, Chinese, Street Food, Sandwich, Fast Food",3.0,250.0,3.8,"Tajganj, Agra"
Chennai Kings,"South Indian, Sandwich, Fast Food, Beverages, Desserts, Burger, Chinese",3.9,250.0,4.1,"Dayal Bagh, Agra"
Pandit Bhojnalaya,"North Indian, South Indian, Chinese",3.8,175.0,5.2,"Khandari, Agra"
Cafe Hideout,"North Indian, Chinese, Continental, Biryani, BBQ, Coffee, Pizza, Pasta",3.374251,300.0,5.7,"Sikandra, Agra"
Winni Cakes And More,"Bakery, Desserts, Pizza, Sandwich, Wraps, Pasta, Waffle",3.9,250.0,7.5,"Sikandra, Agra"
Rolls Cavalry,"Fast Food, Rolls, Chinese, North Indian, Momos, Shake, Sichuan",4.5,100.0,3.9,"Lohamandi, Agra"
Pandit Ji Bhojhnalaya,North Indian,3.3,150.0,11.0,"Sikandra, Agra"
Desire Bakers,"Bakery, Desserts",4.0,150.0,3.2,"Kamla Nagar, Agra"
Anna Samrat Restaurant,"South Indian, North Indian, Chinese, Ice Cream, Beverages",3.9,300.0,3.8,"Kamla Nagar, Agra"
New Pushpak Misthan Bhandar,"Mithai, Street Food",3.7,200.0,1.2,"Rakabganj, Agra"
Brijwasi Sweet House,"Mithai, Desserts",3.7,200.0,5.9,"Dayal Bagh, Agra"
Jain Bhojnalaya,North Indian,3.8,100.0,5.2,"Khandari, Agra"
Healthmafia,"North Indian, Fast Food, South Indian, Momos, Biryani",4.1,225.0,3.9,"Trans Yamuna, Agra"
Deshraj Dhaba,"Mughlai, Biryani",3.9,200.0,0.954,"Civil Lines, Agra"
Square 99 Scoops & Cafe,"Chinese, North Indian, Fast Food",3.9,150.0,4.5,"Shahganj, Agra"
Apna Cafe,"Fast Food, Pizza, Street Food, Chinese, Desserts, Shake, Coffee, Beverages",3.4,200.0,2.6,"Tajganj, Agra"
"Daawat-E-Nawab - Taj Hotel & Convention Centre, Tajganj","North Indian, Mughlai, Kebab, Biryani",4.3,1400.0,4.3,"Taj Hotel & Convention Centre, Tajganj, Agra"
Pandit Ji Shudh Shakahari Bhojnalaya,North Indian,3.7,200.0,4.6,"Dayal Bagh, Agra"
Shri Krishna Bhojanalaya,North Indian,3.3,200.0,2.7,"Civil Lines, Agra"
Royal Rolls,"Rolls, Fast Food, Beverages, Pizza, Burger",3.7,175.0,4.4,"Tajganj, Agra"
Hungernomia,"Burger, Fast Food, Pizza, Sandwich, Wraps, Beverages, Italian",3.9,250.0,2.5,"Civil Lines, Agra"
Sri Dauji Restaurant,"Mithai, Street Food",3.6,150.0,3.9,"Kamla Nagar, Agra"
Agarwal Sweets & Dairy,"Mithai, Street Food",3.8,125.0,6.0,"Shahganj, Agra"
Munna Dhaba,North Indian,3.6,250.0,3.9,"Arjun Nagar, Agra"
Spice Aroma,"North Indian, Fast Food, Beverages",3.5,150.0,4.3,"Arjun Nagar, Agra"
Chatorelal Food Court,"South Indian, Chinese, Fast Food, Street Food, North Indian, Momos",2.7,125.0,4.0,"Agra Cantt, Agra"
Momo Cartel,"Momos, Chinese, Shake",3.8,175.0,5.8,"Sikandra, Agra"
Shiva Bhojnalaya,North Indian,2.7,150.0,5.2,"Khandari, Agra"
Jawahar Hotel,North Indian,3.8,150.0,3.8,"Dayal Bagh, Agra"
What The Frozen,"Italian, Continental, Pasta, Healthy Food, Shake, Burger, Sandwich, Wraps",3.8,175.0,3.7,"Khandari, Agra"
New Vishal Dhaba,"Momos, Chinese, Street Food, South Indian, North Indian",3.9,225.0,3.7,"Khandari, Agra"
Vada Pav King,"Fast Food, Street Food, Beverages",3.7,175.0,4.1,"Shahganj, Agra"
Shiva Dhaba,"North Indian, Mughlai",3.8,250.0,2.0,"Civil Lines, Agra"
Dear Shoppy,"Fast Food, Sichuan",4.1,100.0,4.6,"Khandari, Agra"
Baba Chicken Mutton,"Mughlai, North Indian",4.0,250.0,6.8,"Sikandra, Agra"
Shyam Ji Restaurant,"North Indian, Chinese, South Indian, Desserts, Ice Cream, Beverages",3.9,250.0,3.8,"Arjun Nagar, Agra"
Taste Of Tongue,"North Indian, Fast Food, Chinese, Street Food, Beverages",4.3,100.0,5.5,"Dayal Bagh, Agra"
Shivam Restaurant,"Fast Food, North Indian, Chinese, Desserts",3.3,175.0,3.8,"Agra Cantt, Agra"
"Tea Lounge - Taj Hotel & Convention Centre, Tajganj","Cafe, Pizza, Beverages",3.4,550.0,4.3,"Taj Hotel & Convention Centre, Tajganj, Agra"
Dhaba 59,"North Indian, Chinese, Fast Food, Beverages",3.5,250.0,5.0,"Tajganj, Agra"
Kerala Coast Thattukada,"Kerala, South Indian, Chinese, Biryani, Beverages",3.3,200.0,2.3,"Agra Cantt, Agra"
Zorko,"Pasta, Burger, Pizza, Sandwich, Fast Food, Street Food, Shake, Beverages",3.374251,150.0,4.0,"Tajganj, Agra"
Selfie Restaurant,North Indian,3.7,150.0,5.6,"Lohamandi, Agra"
Moti Palace Restaurant And Bar,"North Indian, Chinese",3.8,500.0,1.4,"Rakabganj, Agra"
Hashim Restaurant,North Indian,3.5,200.0,4.8,"Shahganj, Agra"
Moon Bar & Restaurant,"North Indian, Street Food, South Indian",3.9,700.0,6.7,"Sikandra, Agra"
Formula Rossa,"South Indian, Rolls",3.374251,150.0,2.2,"Agra Cantt, Agra"
Chota Mama Chicken Mama Veg,"North Indian, Chinese, Rolls, Mughlai, Momos, Beverages",3.0,275.0,4.1,"Shahganj, Agra"
Dharamraj Yadav Bhojnalya,North Indian,3.9,100.0,2.8,"Civil Lines, Agra"
Dalchini Homemade Meals,"North Indian, Seafood, Biryani, Street Food",3.9,250.0,6.3,"Dayal Bagh, Agra"
Punjabi Hut,"North Indian, Biryani, Mughlai",3.7,250.0,3.3,"Shahganj, Agra"
Raj Restaurant,North Indian,3.9,125.0,2.8,"Arjun Nagar, Agra"
Cheesy Bees,"Fast Food, Chinese, Italian, Pizza, Burger, Sandwich, Beverages",3.0,150.0,4.6,"Khandari, Agra"
Diamond Restaurant And Bar,"North Indian, Mughlai, Rolls, Finger Food",3.9,400.0,2.7,"Civil Lines, Agra"
Cafe Choco Craze,"Cafe, Shake, Beverages, Pizza, Momos, Fast Food, Waffle, Desserts",3.9,325.0,5.9,"Shahganj, Agra"
Mor Mukut Mithai Wale,Mithai,3.6,125.0,1.4,"Mantola, Agra"
Jeetu Dhaba,"North Indian, Mughlai",3.6,250.0,3.2,"Kamla Nagar, Agra"
Haji Salim Sweet House,"Mithai, Desserts",3.9,200.0,1.7,"Mantola, Agra"
Hotel Anjuman,"North Indian, Chinese, Street Food, Fast Food, Seafood, Biryani, Mughlai, Beverages",3.8,300.0,3.2,"Kamla Nagar, Agra"
D Delite Vegetarian Restaurant,"North Indian, Chinese, South Indian, Fast Food",3.9,300.0,2.8,"Civil Lines, Agra"
Beeryanee,"North Indian, Mughlai",4.2,250.0,3.6,"Khandari, Agra"
Khanaa Khazanaa,"North Indian, Continental, Fast Food",4.0,200.0,5.8,"Dayal Bagh, Agra"
New Laziz Chicken Briyani,Biryani,3.2,150.0,3.9,"Shahganj, Agra"
Kings,"Burger, Sandwich, Rolls",3.9,100.0,3.9,"Kamla Nagar, Agra"
Drunken Monkey,"Beverages, Juices, Shake, Coffee, Healthy Food, Drinks Only",3.6,225.0,2.5,"Tajganj, Agra"
Baba Bakers,"Bakery, Pizza, Burger, Sandwich, Street Food",3.5,150.0,8.9,"Sikandra, Agra"
Distil - The Lounge Bar,"Chinese, North Indian, Beverages",3.9,800.0,2.6,"Civil Lines, Agra"
New Gopal Dhaba,"North Indian, Chinese",3.7,150.0,9.7,"Gopal Pura, Agra"
Tandoori Flames,"Rolls, North Indian, Momos, Pasta, Sandwich, Fast Food, Chinese",3.9,200.0,4.7,"Tajganj, Agra"
AJ's Cafe & Bakery,"Bakery, Desserts, Fast Food, Pizza, Beverages",3.2,250.0,2.4,"Agra Cantt, Agra"
Laxman Fast Food,Fast Food,3.5,100.0,2.8,"Civil Lines, Agra"
20-20 Fast Food,"South Indian, Fast Food, Momos",3.9,75.0,5.1,"Dayal Bagh, Agra"
Shri Kanha Foods,North Indian,3.5,150.0,3.5,"Agra Cantt, Agra"
Jux Pux,"Fast Food, Shake, Waffle, Beverages",3.1,150.0,2.7,"Civil Lines, Agra"
Xhale,"Chinese, Italian, Fast Food, Rolls, Beverages",3.9,250.0,2.2,"Agra Cantt, Agra"
B&B Restro,"North Indian, South Indian, Fast Food, Chinese, Beverages, Street Food, Pizza, Pasta",3.8,250.0,4.4,"Tajganj, Agra"
Mercury Cafe,"Cafe, Sandwich, Fast Food, Burger, Pizza, Desserts, Beverages",3.6,400.0,4.4,"Tajganj, Agra"
Mothers Milkshakes,"Beverages, Fast Food, Desserts",3.9,150.0,4.4,"Civil Lines, Agra"
The Greens Restaurant & Herbal Cafe,"North Indian, South Indian, Chinese, Continental",3.6,400.0,1.5,"Rakabganj, Agra"
Street 36,"North Indian, Beverages",3.6,75.0,2.7,"Khandari, Agra"
Brij Thali,North Indian,3.6,100.0,1.6,"Civil Lines, Agra"
Agra Fast Food And Restaurant,"North Indian, South Indian",2.6,200.0,3.3,"Tajganj, Agra"
Jawahar Hotel,North Indian,3.6,200.0,4.2,"Dayal Bagh, Agra"
Shri Mangalam Dhabha,North Indian,3.6,250.0,6.6,"Sikandra, Agra"
Hunger On Wheel Cafe,"Fast Food, Chinese, Desserts",3.8,150.0,4.1,"Civil Lines, Agra"
Yo Yo Foods,"North Indian, Chinese, Pizza, Sandwich, Fast Food, Street Food, South Indian, Shake",3.7,200.0,6.4,"Shahganj, Agra"
Mr Dosa,"South Indian, Chinese, Pizza, Sandwich, Fast Food, Street Food, Shake, Beverages",3.9,250.0,2.4,"Agra Cantt, Agra"
Kathi Express,"Rolls, Shawarma, Kebab, Shake",3.8,100.0,1.4,"Mantola, Agra"
Vada Pav King,"Maharashtrian, Street Food, Burger, Sandwich, Rolls, Fast Food, Beverages",3.5,175.0,4.3,"Tajganj, Agra"
Paatra - Jaypee Palace Hotel,"North Indian, Mughlai",4.3,1500.0,4.4,"Jaypee Palace Hotel, Tajganj, Agra"
Chai Janeman,"Shake, Beverages, Sandwich, Burger, Street Food, Fast Food",3.0,125.0,7.8,"Sikandra, Agra"
Meals Cafe,"Fast Food, Pizza, Wraps, Sandwich",4.3,250.0,3.5,"Civil Lines, Agra"
Barbeque Pizza Junction,"BBQ, Pizza, Burger, Wraps, Sandwich, Momos, Shake, Beverages",3.6,150.0,2.2,"Civil Lines, Agra"
Momos Adda,"Street Food, Fast Food, Burger, Momos, Pizza",3.4,100.0,6.3,"Sikandra, Agra"
Spice Kitchen,"North Indian, Chinese",3.8,400.0,8.4,"Sikandra, Agra"
